Entity,Code,Year,Researchers in R&D (per million people)
Slovenia,SVN,2014,4166.8813
Slovenia,SVN,2015,3836.54
Slovenia,SVN,2016,3939.8335
Slovenia,SVN,2017,4510.813
Slovenia,SVN,2018,4880.49
Slovenia,SVN,2019,5060.57
Slovenia,SVN,2020,5187.161
Slovenia,SVN,2021,5235.18
Slovenia,SVN,2022,5370.3745
South Africa,ZAF,1997,188.02634
South Africa,ZAF,2001,299.48395
South Africa,ZAF,2003,292.8076
South Africa,ZAF,2004,367.54742
South Africa,ZAF,2005,351.38626
South Africa,ZAF,2006,373.41245
South Africa,ZAF,2007,384.41696
South Africa,ZAF,2008,381.59247
South Africa,ZAF,2009,384.84933
South Africa,ZAF,2010,359.80905
South Africa,ZAF,2011,381.96713
South Africa,ZAF,2012,400.95517
South Africa,ZAF,2013,430.4485
South Africa,ZAF,2014,427.63837
South Africa,ZAF,2015,466.56085
South Africa,ZAF,2016,481.99585
South Africa,ZAF,2017,516.53674
South Africa,ZAF,2018,500.7908
South Africa,ZAF,2019,479.86557
South Africa,ZAF,2020,459.98773
South Africa,ZAF,2021,454.79773
South Africa,ZAF,2022,444.1628
South Asia (WB),,1996,154.67561
South Asia (WB),,1998,116.49341
South Asia (WB),,2000,111.021126
South Asia (WB),,2005,135.14648
South Asia (WB),,2010,155.30902
South Asia (WB),,2015,212.60913
South Asia (WB),,2018,247.6972
South Asia (WB),,2020,256.82516
South Korea,KOR,1996,2186.089
South Korea,KOR,1997,2241.8286
South Korea,KOR,1998,2007.8282
South Korea,KOR,1999,2161.0183
South Korea,KOR,2000,2324.0847
South Korea,KOR,2001,2906.7112
South Korea,KOR,2002,3007.8171
South Korea,KOR,2003,3189.9683
South Korea,KOR,2004,3281.044
South Korea,KOR,2005,3763.2346
South Korea,KOR,2006,4173.2456
South Korea,KOR,2007,4614.7466
South Korea,KOR,2008,4892.493
South Korea,KOR,2009,5037.928
South Korea,KOR,2010,5429.439
South Korea,KOR,2011,5908.824
South Korea,KOR,2012,6393.3438
South Korea,KOR,2013,6457.8887
South Korea,KOR,2014,6867.334
South Korea,KOR,2015,7020.439
South Korea,KOR,2016,7057.16
South Korea,KOR,2017,7453.219
South Korea,KOR,2018,7918.469
South Korea,KOR,2019,8328.967
South Korea,KOR,2020,8620.009
South Korea,KOR,2021,9071.45
South Korea,KOR,2022,9434.762
Spain,ESP,1996,1286.1154
Spain,ESP,1997,1336.11
Spain,ESP,1998,1487.4115
Spain,ESP,1999,1512.1516
Spain,ESP,2000,1874.0966
Spain,ESP,2001,1947.0436
Spain,ESP,2002,2014.3625
Spain,ESP,2003,2195.1057
Spain,ESP,2004,2356.184
Spain,ESP,2005,2516.1982
Spain,ESP,2006,2613.2407
Spain,ESP,2007,2720.222
Spain,ESP,2008,2850.3599
Spain,ESP,2009,2876.5146
Spain,ESP,2010,2879.9976
Spain,ESP,2011,2775.302
Spain,ESP,2012,2693.3997
Spain,ESP,2013,2623.647
Spain,ESP,2014,2614.4465
Spain,ESP,2015,2622.533
Spain,ESP,2016,2712.7495
Spain,ESP,2017,2847.3655
Spain,ESP,2018,2984.2964
Spain,ESP,2019,3048.1526
Spain,ESP,2020,3051.6465
Spain,ESP,2021,3229.649
Spain,ESP,2022,3387.4966
Sri Lanka,LKA,1996,194.43149
Sri Lanka,LKA,2000,132.70514
Sri Lanka,LKA,2004,133.79126
Sri Lanka,LKA,2006,90.37763
Sri Lanka,LKA,2008,95.90583
Sri Lanka,LKA,2010,102.80578
Sri Lanka,LKA,2013,107.04016
Sri Lanka,LKA,2014,95.87685
Sri Lanka,LKA,2015,102.40151
Sri Lanka,LKA,2016,102.9348
Sri Lanka,LKA,2017,102.17296
Sri Lanka,LKA,2018,101.11335
Sri Lanka,LKA,2020,100.80931
Sri Lanka,LKA,2022,94.4866
Sweden,SWE,1997,4169.896
Sweden,SWE,1999,4508.7666
Sweden,SWE,2001,5177.9893
Sweden,SWE,2003,5389.382
Sweden,SWE,2004,5434.969
Sweden,SWE,2005,6103.309
Sweden,SWE,2006,6159.3486
Sweden,SWE,2007,5026.898
Sweden,SWE,2008,5468.697
Sweden,SWE,2009,5110.718
Sweden,SWE,2010,5279.1743
Sweden,SWE,2011,5172.4746
Sweden,SWE,2012,5196.718
Sweden,SWE,2013,6717.619
Sweden,SWE,2014,6909.4644
Sweden,SWE,2015,6846.1343
Sweden,SWE,2016,7143.443
Sweden,SWE,2017,7316.6475
Sweden,SWE,2018,7425.669
Sweden,SWE,2019,7685.8384
Sweden,SWE,2020,7754.644
Sweden,SWE,2021,8159.797
Sweden,SWE,2022,8623.746
Switzerland,CHE,1996,3130.0361
Switzerland,CHE,2000,3643.6917
Switzerland,CHE,2004,3451.7458
Switzerland,CHE,2008,3313.5264
Switzerland,CHE,2012,4497.487
Switzerland,CHE,2015,5308.733
Switzerland,CHE,2017,5257.3345
Switzerland,CHE,2019,5561.73
Switzerland,CHE,2021,6021.3984
Syria,SYR,2015,83.04849
Syria,SYR,2022,139.93785
Tanzania,TZA,2010,36.24107
Tanzania,TZA,2013,19.31703
Thailand,THA,1996,101.45653
Thailand,THA,1997,73.08507
Thailand,THA,1999,168.24107
Thailand,THA,2001,279.59955
Thailand,THA,2003,280.52762
Thailand,THA,2005,311.9308
Thailand,THA,2007,320.05038
Thailand,THA,2009,324.12833
Thailand,THA,2011,528.5569
Thailand,THA,2013,773.8102
Thailand,THA,2014,941.8006
Thailand,THA,2015,844.08075
Thailand,THA,2016,1179.074
Thailand,THA,2017,1315.7499
Thailand,THA,2018,1712.1537
Thailand,THA,2019,1744.1622
Thailand,THA,2020,2018.3479
Thailand,THA,2021,1695.7959
Thailand,THA,2022,1863.0758
Togo,TGO,2003,25.90716
Togo,TGO,2004,24.36325
Togo,TGO,2005,32.23686
Togo,TGO,2006,22.97503
Togo,TGO,2007,35.399
Togo,TGO,2010,33.17308
Togo,TGO,2011,33.30328
Togo,TGO,2012,34.58561
Togo,TGO,2014,36.81025
Togo,TGO,2015,34.96857
Togo,TGO,2016,31.14208
Togo,TGO,2017,37.49789
Togo,TGO,2018,46.47372
Togo,TGO,2019,45.29645
Togo,TGO,2020,44.10873
Togo,TGO,2021,43.68693
Togo,TGO,2022,43.2285
Togo,TGO,2023,41.39064
Trinidad and Tobago,TTO,2017,496.90234
Trinidad and Tobago,TTO,2018,543.60046
Trinidad and Tobago,TTO,2019,459.95724
Trinidad and Tobago,TTO,2020,604.7303
Trinidad and Tobago,TTO,2021,539.19183
Trinidad and Tobago,TTO,2022,492.7155
Tunisia,TUN,2007,1078.6276
Tunisia,TUN,2008,1208.6094
Tunisia,TUN,2009,1480.8346
Tunisia,TUN,2010,1375.499
Tunisia,TUN,2011,1420.3763
Tunisia,TUN,2012,1614.4487
Tunisia,TUN,2013,1781.8885
Tunisia,TUN,2014,1795.0618
Tunisia,TUN,2015,1774.9454
Tunisia,TUN,2016,1969.1002
Tunisia,TUN,2017,1919.0427
Tunisia,TUN,2018,1789.9536
Tunisia,TUN,2019,1726.2166
Tunisia,TUN,2020,1644.5728
Tunisia,TUN,2021,1610.3428
Tunisia,TUN,2022,1703.9153
Turkey,TUR,1996,294.0892
Turkey,TUR,1997,302.9773
Turkey,TUR,1998,298.97968
Turkey,TUR,1999,312.6843
Turkey,TUR,2000,355.04828
Turkey,TUR,2001,344.81485
Turkey,TUR,2002,360.00406
Turkey,TUR,2003,484.24237
Turkey,TUR,2004,496.59332
Turkey,TUR,2005,567.50024
Turkey,TUR,2006,612.1738
Turkey,TUR,2007,705.52014
Turkey,TUR,2008,742.7453
Turkey,TUR,2009,801.9524
Turkey,TUR,2010,882.50415
Turkey,TUR,2011,977.26306
Turkey,TUR,2012,1100.1862
Turkey,TUR,2013,1175.9016
Turkey,TUR,2014,1163.5369
Turkey,TUR,2015,1136.1803
Turkey,TUR,2016,1263.789
Turkey,TUR,2017,1420.5957
Turkey,TUR,2018,1585.0833
Turkey,TUR,2019,1737.5762
Turkey,TUR,2020,1964.6567
Turkey,TUR,2021,2209.6992
Turkey,TUR,2022,2478.6763
Uganda,UGA,2010,39.56548
Uganda,UGA,2014,28.67676
Uganda,UGA,2023,12.44448
Ukraine,UKR,2006,1451.9222
Ukraine,UKR,2007,1430.0314
Ukraine,UKR,2008,1404.8412
Ukraine,UKR,2009,1324.3237
Ukraine,UKR,2010,1306.701
Ukraine,UKR,2011,1237.4763
Ukraine,UKR,2012,1210.0457
Ukraine,UKR,2013,1139.6216
Ukraine,UKR,2014,1002.50854
Ukraine,UKR,2015,1005.9972
Ukraine,UKR,2016,1037.2408
Ukraine,UKR,2017,994.07745
Ukraine,UKR,2018,988.07666
Ukraine,UKR,2019,880.55414
Ukraine,UKR,2020,846.2485
Ukraine,UKR,2021,774.07275
Ukraine,UKR,2022,586.0792
United Arab Emirates,ARE,2015,2168.4272
United Arab Emirates,ARE,2016,2509.5535
United Arab Emirates,ARE,2018,2464.5696
United Arab Emirates,ARE,2019,2476.631
United Arab Emirates,ARE,2020,2581.474
United Arab Emirates,ARE,2021,2606.7847
United Kingdom,GBR,1996,2485.7544
United Kingdom,GBR,1997,2495.0803
United Kingdom,GBR,1998,2694.0254
United Kingdom,GBR,1999,2853.239
United Kingdom,GBR,2000,2893.3757
United Kingdom,GBR,2001,3078.4094
United Kingdom,GBR,2002,3335.6272
United Kingdom,GBR,2003,3631.257
United Kingdom,GBR,2004,3818.2354
United Kingdom,GBR,2005,4117.745
United Kingdom,GBR,2006,4176.4375
United Kingdom,GBR,2007,4122.7134
United Kingdom,GBR,2008,4077.2866
United Kingdom,GBR,2009,4113.4155
United Kingdom,GBR,2010,4089.2056
United Kingdom,GBR,2011,3973.0237
United Kingdom,GBR,2012,4017.982
United Kingdom,GBR,2013,4171.8076
United Kingdom,GBR,2014,4280.8
United Kingdom,GBR,2015,4389.5625
United Kingdom,GBR,2016,4434.659
United Kingdom,GBR,2017,4472.6943
United States,USA,1996,3126.5305
United States,USA,1997,3237.47
United States,USA,1998,3413.2437
United States,USA,1999,3478.634
United States,USA,2000,3487.8325
United States,USA,2001,3529.2659
United States,USA,2002,3576.987
United States,USA,2003,3779.0376
United States,USA,2004,3637.1401
United States,USA,2005,3560.2817
United States,USA,2006,3596.5535
United States,USA,2007,3543.245
United States,USA,2008,3668.5898
United States,USA,2009,3790.4392
United States,USA,2010,3550.085
United States,USA,2011,3659.0952
United States,USA,2012,3642.5842
United States,USA,2013,3725.7593
United States,USA,2014,3824.012
United States,USA,2015,3858.0403
United States,USA,2016,3809.1199
United States,USA,2017,3931.6003
United States,USA,2018,4226.7915
United States,USA,2019,4265.921
United States,USA,2020,4464.0947
United States,USA,2021,4825.18
Upper-middle-income countries,,1997,431.89157
Upper-middle-income countries,,2000,463.6366
Upper-middle-income countries,,2001,474.73996
Upper-middle-income countries,,2002,568.25214
Upper-middle-income countries,,2003,587.6145
Upper-middle-income countries,,2004,647.74164
Upper-middle-income countries,,2005,732.08514
Upper-middle-income countries,,2006,816.9081
Upper-middle-income countries,,2007,904.9208
Upper-middle-income countries,,2008,995.1765
Upper-middle-income countries,,2009,703.2993
Upper-middle-income countries,,2010,827.15247
Upper-middle-income countries,,2011,878.4142
Upper-middle-income countries,,2012,933.28345
Upper-middle-income countries,,2013,939.0444
Upper-middle-income countries,,2014,972.1759
Upper-middle-income countries,,2015,1017.4135
Upper-middle-income countries,,2016,974.63464
Upper-middle-income countries,,2017,994.6252
Upper-middle-income countries,,2018,1091.6935
Upper-middle-income countries,,2019,1222.6412
Upper-middle-income countries,,2020,1282.8141
Upper-middle-income countries,,2021,1503.4419
Upper-middle-income countries,,2022,1645.5087
Uruguay,URY,1999,223.02794
Uruguay,URY,2000,282.62753
Uruguay,URY,2002,378.96957
Uruguay,URY,2008,433.22906
Uruguay,URY,2009,565.96313
Uruguay,URY,2010,637.8396
Uruguay,URY,2011,628.67773
Uruguay,URY,2012,647.29156
Uruguay,URY,2013,651.497
Uruguay,URY,2014,664.34393
Uruguay,URY,2015,687.09204
Uruguay,URY,2016,739.46985
Uruguay,URY,2017,756.67883
Uruguay,URY,2018,787.0655
Uruguay,URY,2019,803.4221
Uruguay,URY,2020,820.55725
Uruguay,URY,2021,845.8214
Uruguay,URY,2022,880.3045
Uruguay,URY,2023,902.4158
Uzbekistan,UZB,2000,665.80743
Uzbekistan,UZB,2001,618.8555
Uzbekistan,UZB,2002,635.0763
Uzbekistan,UZB,2003,592.7825
Uzbekistan,UZB,2004,583.10333
Uzbekistan,UZB,2005,638.4791
Uzbekistan,UZB,2006,571.6759
Uzbekistan,UZB,2007,563.7357
Uzbekistan,UZB,2008,587.88055
Uzbekistan,UZB,2009,580.2566
Uzbekistan,UZB,2010,551.74756
Uzbekistan,UZB,2011,582.25635
Uzbekistan,UZB,2012,520.309
Uzbekistan,UZB,2013,514.7647
Uzbekistan,UZB,2014,508.96457
Uzbekistan,UZB,2015,504.73688
Uzbekistan,UZB,2016,512.96906
Uzbekistan,UZB,2017,501.9829
Uzbekistan,UZB,2018,481.96008
Uzbekistan,UZB,2019,422.11188
Uzbekistan,UZB,2020,426.4918
Uzbekistan,UZB,2021,523.87885
Uzbekistan,UZB,2022,543.83923
Uzbekistan,UZB,2023,542.0727
Venezuela,VEN,1998,49.59925
Venezuela,VEN,1999,56.05112
Venezuela,VEN,2000,61.52819
Venezuela,VEN,2001,71.13539
Venezuela,VEN,2002,69.86922
Venezuela,VEN,2003,95.45289
Venezuela,VEN,2004,105.25189
Venezuela,VEN,2005,122.2736
Venezuela,VEN,2006,147.25143
Venezuela,VEN,2007,164.09665
Venezuela,VEN,2008,188.85344
Venezuela,VEN,2009,184.39061
Venezuela,VEN,2010,202.71225
Venezuela,VEN,2011,231.7288
Venezuela,VEN,2012,295.73383
Venezuela,VEN,2013,364.3316
Venezuela,VEN,2014,272.2703
Venezuela,VEN,2015,246.15054
Venezuela,VEN,2016,291.69278
Venezuela,VEN,2019,230.87605
Venezuela,VEN,2020,289.59955
Venezuela,VEN,2021,276.3565
Venezuela,VEN,2022,350.37842
Venezuela,VEN,2023,179.95961
Vietnam,VNM,2002,119.01999
Vietnam,VNM,2013,684.8417
Vietnam,VNM,2015,681.68164
Vietnam,VNM,2017,707.7001
Vietnam,VNM,2019,754.6175
Vietnam,VNM,2021,767.88666
World,OWID_WRL,2000,1076.2639
World,OWID_WRL,2005,1190.1426
World,OWID_WRL,2010,1261.2548
World,OWID_WRL,2015,1375.2872
World,OWID_WRL,2018,1516.0901
Zambia,ZMB,1996,50.04499
Zambia,ZMB,1997,54.29949
Zambia,ZMB,1998,56.4222
Zambia,ZMB,1999,55.79382
Zambia,ZMB,2008,41.90146
Zimbabwe,ZWE,2012,95.1253
